end_date,state,pollster,population,sample_size,numeric_grade,pollscore,pct,candidate_name,national_poll,recency
2024-08-26,Georgia,Pollster A,rv,1571,2.0087333077099174,-1.4190434953197837,69.5,Kamala Harris,0,71
2024-09-29,Georgia,Pollster D,lv,404,1.7568564218236133,-0.3784468232188374,40.3,Kamala Harris,0,37
2024-10-24,Pennsylvania,Pollster C,rv,174,1.5764253768138587,1.423791725654155,58.6,Kamala Harris,0,12
2024-08-03,Pennsylvania,Pollster B,lv,1270,0.800832879729569,-0.24933559261262417,73,Donald Trump,0,94
2024-08-19,Georgia,Pollster A,rv,1528,1.114258442656137,1.3986837299307808,39.5,Kamala Harris,0,78
2024-10-26,National,Pollster A,lv,1447,0.9856705007841811,-0.8633809022139758,58.8,Donald Trump,1,10
2024-09-27,Wisconsin,Pollster A,lv,536,0.5086875521810725,-0.1533236764371395,74.3,Kamala Harris,0,39
2024-07-26,Pennsylvania,Pollster A,rv,2244,1.7424298300174996,0.03703116229735315,73.2,Kamala Harris,0,102
2024-08-20,North Carolina,Pollster C,rv,2242,1.0470370769035071,0.05042153166141361,75.6,Donald Trump,0,77
2024-09-03,Michigan,Pollster D,rv,165,0.659566355869174,-0.33262316638138145,66.2,Donald Trump,0,63
2024-07-25,Georgia,Pollster A,rv,690,1.6812309245578945,0.26570977142546326,50.5,Donald Trump,0,103
2024-08-01,Michigan,Pollster B,lv,82,2.529898719047196,1.7030776145402342,45.6,Donald Trump,0,96
2024-09-21,National,Pollster C,rv,202,0.6123601675499231,1.7624621641589329,54.9,Donald Trump,1,45
2024-10-11,Michigan,Pollster C,lv,263,2.9431625829311088,1.8668739845743403,50.8,Donald Trump,0,25
2024-08-01,Wisconsin,Pollster A,rv,1561,1.8708746386691928,-1.1983798820292577,47.4,Donald Trump,0,96
2024-08-11,National,Pollster D,rv,947,0.5698581710457802,-1.1779447885928676,68.9,Kamala Harris,1,86
2024-09-09,North Carolina,Pollster B,rv,1206,1.0948672926751897,1.8742376291193068,46.6,Kamala Harris,0,57
2024-10-20,Michigan,Pollster D,rv,2155,2.450738243176602,-0.015452368883416057,57.1,Kamala Harris,0,16
2024-10-24,Georgia,Pollster B,rv,2176,1.5948227607877925,0.3134691516170278,41.9,Donald Trump,0,12
2024-08-12,National,Pollster A,lv,1806,1.9455420925514773,1.42576311994344,60.2,Kamala Harris,1,85
2024-10-16,North Carolina,Pollster C,lv,2261,2.741150899208151,0.42625550902448595,37.4,Donald Trump,0,20
2024-08-18,Georgia,Pollster D,lv,2280,1.0407613556599244,1.0092474551638588,38.6,Donald Trump,0,79
2024-07-28,Michigan,Pollster B,rv,1778,0.6268710900330916,0.5309782165568322,41.5,Donald Trump,0,100
2024-09-16,Nevada,Pollster C,lv,1490,1.1977766146883368,0.2615363347576931,76.9,Kamala Harris,0,50
2024-10-10,Michigan,Pollster C,lv,2144,2.3165356502868235,0.15331460942979902,38.8,Kamala Harris,0,26
2024-10-05,North Carolina,Pollster A,lv,1354,0.7584323874907568,-1.202579737175256,54.9,Kamala Harris,0,31
2024-10-24,Wisconsin,Pollster A,rv,603,1.0117192212492228,0.8610091314185411,51,Kamala Harris,0,12
2024-10-02,Nevada,Pollster B,rv,394,1.6179261334473267,-0.9000192830571905,59.3,Kamala Harris,0,34
2024-08-05,Wisconsin,Pollster A,rv,525,1.158106004120782,1.7162529315100983,74.6,Kamala Harris,0,92
2024-07-22,Pennsylvania,Pollster D,lv,327,0.5188192020868883,-0.9675516420975327,54.4,Kamala Harris,0,106
2024-09-24,North Carolina,Pollster A,lv,1733,1.0761177785461769,-0.6637270753271878,68.5,Donald Trump,0,42
2024-09-23,North Carolina,Pollster A,lv,994,2.920437381369993,-0.6521965321153402,67.3,Kamala Harris,0,43
2024-10-07,North Carolina,Pollster C,rv,2180,1.4819178562611341,-1.3702898492338136,50.3,Donald Trump,0,29
2024-09-15,Wisconsin,Pollster C,lv,1648,2.5152186055202037,1.8791224480373785,57.4,Donald Trump,0,51
2024-08-12,Nevada,Pollster C,lv,1037,1.0797776894178241,0.9411598851438612,45.5,Donald Trump,0,85
2024-09-21,Georgia,Pollster B,rv,1100,2.124983954243362,-0.1755782678956166,73.8,Kamala Harris,0,45
2024-10-26,Michigan,Pollster D,rv,14,2.615110809681937,-0.7826817338354886,63,Kamala Harris,0,10
2024-10-27,North Carolina,Pollster D,rv,1890,1.8814521511085331,0.7459111021598801,44,Kamala Harris,0,9
2024-10-31,National,Pollster B,lv,236,2.604380177333951,-0.7124184551648796,73.8,Kamala Harris,1,5
2024-08-26,Michigan,Pollster B,rv,792,1.729128263075836,1.9869894043076783,34.2,Kamala Harris,0,71
2024-09-24,National,Pollster C,lv,353,1.380982203525491,0.3153495761798695,63.3,Donald Trump,1,42
2024-08-25,Pennsylvania,Pollster D,lv,422,0.910112242680043,-1.041849952773191,39.2,Donald Trump,0,72
2024-09-24,North Carolina,Pollster C,rv,52,0.8305886097950861,-0.8367504649795592,78.9,Kamala Harris,0,42
2024-10-29,Arizona,Pollster D,lv,903,1.7328292097663507,-0.012745132087729871,43.9,Kamala Harris,0,7
2024-07-31,Georgia,Pollster C,rv,1836,1.08190448617097,-0.6716300890548155,30.1,Kamala Harris,0,97
2024-08-13,North Carolina,Pollster B,rv,22,2.2212866636691615,-0.31177856167778373,46.5,Kamala Harris,0,84
2024-09-05,Arizona,Pollster A,lv,323,2.4469279306940734,1.8324853524100035,76.2,Donald Trump,0,61
2024-09-24,National,Pollster C,rv,2240,1.1271864532027394,0.6435324647463858,47.3,Kamala Harris,1,42
2024-08-19,Nevada,Pollster B,rv,1083,2.8160402762005106,-1.0459149586968124,51.1,Kamala Harris,0,78
2024-07-31,North Carolina,Pollster B,lv,704,1.7135524488985538,-0.849618571694009,74,Kamala Harris,0,97
2024-10-17,Michigan,Pollster A,lv,2140,2.844075622386299,1.5583531928714365,58.8,Donald Trump,0,19
2024-10-14,Arizona,Pollster B,lv,1711,2.701950984308496,1.3330415865639225,58.6,Donald Trump,0,22
2024-08-08,Georgia,Pollster B,lv,789,1.4658128290902823,1.4406927562085912,67.9,Kamala Harris,0,89
2024-09-20,Wisconsin,Pollster A,lv,2073,2.01143605588004,1.625791470054537,73.1,Donald Trump,0,46
2024-09-26,Arizona,Pollster C,rv,897,2.6331396780442446,0.1076533489394933,50.5,Kamala Harris,0,40
2024-09-30,National,Pollster C,rv,307,2.2303154879482463,0.398983875871636,37,Donald Trump,1,36
2024-08-25,North Carolina,Pollster D,lv,621,2.394496405730024,-0.7840449587674811,69,Kamala Harris,0,72
2024-10-20,Georgia,Pollster D,lv,530,2.311609409051016,-0.9263912374153733,73.6,Kamala Harris,0,16
2024-09-26,Arizona,Pollster A,lv,1608,0.9761466605123132,-0.15481690678279847,30.3,Donald Trump,0,40
2024-07-25,Michigan,Pollster C,lv,1877,1.4998925117542967,1.0994519649539143,42.5,Kamala Harris,0,103
2024-09-25,Wisconsin,Pollster B,rv,891,0.8565252519911155,-0.03409446508157998,30.6,Kamala Harris,0,41
2024-08-01,Michigan,Pollster B,lv,2180,2.2361589608481154,-1.4656003763666376,72.6,Kamala Harris,0,96
2024-08-22,Wisconsin,Pollster D,lv,929,0.6508316723629832,0.16498009802307934,70.6,Kamala Harris,0,75
2024-10-14,North Carolina,Pollster B,rv,988,1.1019186752382666,0.37909017503261566,61.5,Kamala Harris,0,22
2024-08-30,Nevada,Pollster D,lv,1149,1.5145273158559576,-0.8134351804619655,67.9,Kamala Harris,0,67
2024-10-15,Wisconsin,Pollster B,rv,1857,2.389865475241095,-1.142001070547849,36.8,Donald Trump,0,21
2024-09-14,Wisconsin,Pollster B,lv,548,2.8379825765732676,0.5024684499949217,52,Donald Trump,0,52
2024-08-19,North Carolina,Pollster B,rv,975,1.3135263028088957,0.41631915501784533,71.5,Donald Trump,0,78
2024-08-27,Michigan,Pollster A,lv,1136,1.9004027069313452,0.010867998586036265,41.5,Donald Trump,0,70
2024-08-19,Michigan,Pollster C,lv,1067,1.5887412790907547,0.012396309874020517,40.1,Donald Trump,0,78
2024-09-15,National,Pollster C,lv,244,1.5678637243108824,-1.174939080607146,42.5,Kamala Harris,1,51
2024-07-23,Pennsylvania,Pollster B,lv,2293,1.4743615897605196,-0.9782275065081194,54,Donald Trump,0,105
2024-08-08,Wisconsin,Pollster B,rv,2203,1.0101468448992819,0.901493317913264,38.4,Kamala Harris,0,89
2024-08-01,Wisconsin,Pollster B,rv,401,2.664130433811806,0.3599331487203017,67.9,Donald Trump,0,96
2024-11-01,Arizona,Pollster D,lv,721,0.9786852176766843,1.6713382002199069,31,Kamala Harris,0,4
2024-10-16,National,Pollster C,lv,1598,2.6337627596221864,1.092682475806214,61,Donald Trump,1,20
2024-08-04,North Carolina,Pollster D,lv,2132,0.8028957097558305,1.7649582910817116,74,Kamala Harris,0,93
2024-10-08,Wisconsin,Pollster B,rv,1782,1.3863002271391451,1.4151307528372854,68.4,Donald Trump,0,28
2024-08-28,Michigan,Pollster B,lv,1162,2.1284749167971313,0.6115589935798198,54.4,Donald Trump,0,69
2024-07-23,Michigan,Pollster C,rv,1630,2.3631776625989005,0.5662651275051758,71.3,Donald Trump,0,105
2024-09-12,Michigan,Pollster B,rv,2247,2.819235141039826,-0.5488844045903534,57.7,Donald Trump,0,54
2024-07-22,Nevada,Pollster A,lv,1216,1.5043942765332758,0.9474024039227515,32.5,Donald Trump,0,106
2024-10-24,Wisconsin,Pollster A,lv,100,0.7071071730460972,0.4704174770740792,53.7,Donald Trump,0,12
2024-08-03,Pennsylvania,Pollster A,lv,1371,0.9439563915366307,-0.5439588688313961,48.8,Donald Trump,0,94
2024-09-05,Wisconsin,Pollster C,rv,392,1.6795493494719267,0.8182461105752736,67,Kamala Harris,0,61
2024-10-11,Nevada,Pollster B,lv,1101,2.224142470629886,0.3923498291987926,31,Kamala Harris,0,25
2024-08-15,National,Pollster D,rv,1687,1.879445631755516,1.588325303979218,56.1,Kamala Harris,1,82
2024-09-23,Wisconsin,Pollster D,rv,340,1.3207191311521456,0.566068458603695,66.8,Kamala Harris,0,43
2024-08-13,Pennsylvania,Pollster D,rv,174,2.246388863539323,-0.3523031154181808,63.3,Kamala Harris,0,84
2024-08-10,Georgia,Pollster C,rv,438,1.6381492135114968,1.03360430279281,45.5,Donald Trump,0,87
2024-09-22,Michigan,Pollster B,lv,527,1.1359805387910455,-0.008156715310178697,55.8,Donald Trump,0,44
2024-10-29,Michigan,Pollster B,lv,1001,2.7928970953216776,0.7993825820740312,36,Donald Trump,0,7
2024-10-07,Georgia,Pollster A,lv,458,1.5920278815319762,-1.0056647263700143,75.7,Donald Trump,0,29
2024-08-28,Pennsylvania,Pollster C,rv,1720,2.154413674841635,0.04572439240291715,30.7,Donald Trump,0,69
2024-07-25,Nevada,Pollster A,lv,95,2.5694056927459314,-0.8735988042317331,75,Kamala Harris,0,103
2024-09-05,Pennsylvania,Pollster C,lv,578,0.7800145000219345,-0.4913028315640986,34.9,Donald Trump,0,61
2024-08-19,Michigan,Pollster A,rv,1200,2.301424849545583,-1.2489770276006311,75.4,Kamala Harris,0,78
2024-08-07,National,Pollster A,lv,375,1.7516058568144217,-1.2494419028516859,78.7,Kamala Harris,1,90
2024-10-15,Georgia,Pollster A,lv,221,2.4030610006302595,1.3130021599354222,73.6,Donald Trump,0,21
2024-10-08,North Carolina,Pollster D,rv,847,1.7527766393031925,1.0411849098745733,44.8,Kamala Harris,0,28
2024-08-19,Arizona,Pollster D,rv,115,2.4599045580253005,-0.8945983097655699,45.2,Donald Trump,0,78
2024-08-04,Pennsylvania,Pollster D,rv,1247,1.0137960176216438,-1.3007667940109968,37.6,Kamala Harris,0,93
2024-09-24,Arizona,Pollster C,rv,1759,2.07431285479106,1.9613618114963174,57.8,Kamala Harris,0,42
2024-10-24,National,Pollster D,rv,224,2.7783434262964875,0.032748296624049544,58.7,Donald Trump,1,12
2024-09-16,Michigan,Pollster A,lv,1326,2.8292182164732367,-0.08087394619360566,65.3,Kamala Harris,0,50
2024-09-16,Michigan,Pollster D,lv,1979,1.0318761669332162,1.0576241569360718,32.9,Donald Trump,0,50
2024-08-06,Nevada,Pollster C,rv,985,2.9347229435807094,-1.1891375168925151,77.9,Donald Trump,0,91
2024-07-26,Wisconsin,Pollster D,rv,60,2.1310953960055485,-0.7252354533411562,71.3,Donald Trump,0,102
2024-10-05,Pennsylvania,Pollster B,lv,1863,0.6275151781737804,-0.9487299476750195,62.8,Donald Trump,0,31
2024-08-12,North Carolina,Pollster A,rv,4,0.7066933427704498,-1.3656292862724513,37,Donald Trump,0,85
2024-09-11,Michigan,Pollster B,rv,555,1.6096824059495702,1.050902150804177,44.9,Donald Trump,0,55
2024-09-01,Georgia,Pollster A,lv,458,1.365939524373971,1.9471931209554896,33.5,Kamala Harris,0,65
2024-10-31,Michigan,Pollster D,lv,1741,0.8243065462447703,1.6713309589540586,52,Donald Trump,0,5
2024-08-01,Arizona,Pollster A,lv,1351,1.594167577684857,-0.31203098653350025,41.3,Donald Trump,0,96
2024-07-24,Michigan,Pollster C,rv,331,0.8884348570136353,-0.8203051313757896,32.1,Donald Trump,0,104
2024-09-13,Nevada,Pollster D,rv,919,0.7642085665138438,-0.25965158420149237,79.5,Kamala Harris,0,53
2024-08-07,Michigan,Pollster A,rv,1588,2.617458918946795,0.15186533599626273,57.6,Kamala Harris,0,90
2024-11-01,Pennsylvania,Pollster C,lv,1731,2.306552850175649,-0.00847253913525492,77.4,Kamala Harris,0,4
2024-08-24,Arizona,Pollster A,lv,801,1.9337148709455505,0.5133694113465026,63.1,Donald Trump,0,73
2024-08-20,National,Pollster B,rv,1368,1.0725810240255669,-1.4423692774726078,36.7,Donald Trump,1,77
2024-10-08,Arizona,Pollster B,lv,77,2.9567061447305605,0.39007446717005223,50,Kamala Harris,0,28
2024-09-16,Wisconsin,Pollster D,lv,450,1.3982501924037933,-0.9024999552639201,61.3,Kamala Harris,0,50
2024-10-24,Georgia,Pollster D,lv,1832,1.8966249400982633,-0.6424477860564366,44.3,Donald Trump,0,12
2024-08-24,North Carolina,Pollster D,lv,1133,1.7813598511274904,0.05460179888177663,78.7,Donald Trump,0,73
2024-09-10,Nevada,Pollster A,rv,2134,0.6788700453471392,0.8242486701346934,65.9,Donald Trump,0,56
2024-07-30,Georgia,Pollster C,rv,255,1.5542819439433515,-0.8627274052705616,77.5,Kamala Harris,0,98
2024-10-12,Pennsylvania,Pollster C,lv,2087,0.9191973723936826,1.4578810497187078,49.5,Kamala Harris,0,24
2024-10-31,Nevada,Pollster B,rv,300,0.5766758236568421,-0.9508387899259105,50,Kamala Harris,0,5
2024-08-12,Pennsylvania,Pollster A,rv,2262,1.9487752667628229,-0.914920290815644,36.6,Kamala Harris,0,85
2024-08-23,National,Pollster B,lv,1549,1.7470207113074139,-0.11184374906588346,49.8,Donald Trump,1,74
2024-08-12,Pennsylvania,Pollster C,lv,1688,2.565142258652486,0.12579700630158186,38.6,Donald Trump,0,85
2024-10-12,North Carolina,Pollster A,lv,1587,0.6584652450401336,-1.1921804954763502,60.1,Kamala Harris,0,24
2024-10-10,National,Pollster A,lv,1238,1.6778092454187572,1.983561328263022,76.4,Kamala Harris,1,26
2024-09-12,Wisconsin,Pollster D,rv,117,2.3918571271933615,-1.1246635528514162,67.2,Kamala Harris,0,54
2024-08-07,Georgia,Pollster C,lv,1747,1.5989091324154288,0.6796350685181096,65.5,Donald Trump,0,90
2024-10-26,North Carolina,Pollster B,rv,668,1.8854818843537942,1.3145380368223414,62,Kamala Harris,0,10
2024-08-08,Nevada,Pollster B,lv,591,1.7919865566072986,1.2469302540412173,36.4,Donald Trump,0,89
2024-08-13,Nevada,Pollster A,lv,1864,1.2483057200443,-1.1325896406779066,34.1,Kamala Harris,0,84
2024-09-23,Arizona,Pollster C,lv,329,2.4290666020242497,-0.8483684069942683,71.2,Kamala Harris,0,43
2024-09-02,Arizona,Pollster B,rv,106,1.8132317987037823,-0.14644252543803304,46.4,Donald Trump,0,64
2024-07-25,Wisconsin,Pollster C,rv,347,2.329931060783565,0.33051240304484963,49.7,Kamala Harris,0,103
2024-10-15,Pennsylvania,Pollster B,rv,1304,0.9054170148447156,-0.8663114643422887,66.6,Kamala Harris,0,21
2024-08-04,Wisconsin,Pollster B,rv,1001,1.5145494801690802,-1.266884813318029,41.4,Donald Trump,0,93
2024-08-27,Michigan,Pollster B,rv,551,2.9079574714414775,0.8776623217854649,70.7,Kamala Harris,0,70
2024-09-11,Nevada,Pollster B,lv,1434,0.7233977877767757,-0.93288726976607,61.8,Kamala Harris,0,55
2024-08-19,Pennsylvania,Pollster B,rv,1635,1.8514113443670794,-0.9179537423187867,44.3,Kamala Harris,0,78
2024-11-01,National,Pollster A,lv,2277,2.9926835083169863,0.6167500334559008,70.9,Donald Trump,1,4
2024-08-17,Nevada,Pollster D,lv,546,1.347996604279615,0.8147083325311542,55.2,Donald Trump,0,80
2024-07-22,North Carolina,Pollster C,lv,118,1.75585095025599,-0.4028138123685494,49.1,Donald Trump,0,106
2024-10-13,National,Pollster A,rv,1594,1.7025829195044935,1.5180080246645957,71.5,Kamala Harris,1,23
2024-08-06,Georgia,Pollster B,rv,1495,2.8842512705596164,1.3180412978399545,42.9,Kamala Harris,0,91
2024-10-23,North Carolina,Pollster C,lv,490,1.1722509191604331,-1.2812585736392066,78.2,Kamala Harris,0,13
2024-10-21,Arizona,Pollster A,lv,24,1.4128198068356141,-1.044298637425527,66.8,Donald Trump,0,15
2024-09-27,Nevada,Pollster B,lv,1065,0.6385315536754206,-0.11004334106110036,54.4,Donald Trump,0,39
2024-08-13,Wisconsin,Pollster C,rv,1032,2.1178017656784505,1.5148596850922331,41.3,Kamala Harris,0,84
2024-09-11,North Carolina,Pollster A,rv,441,2.8532973689725623,-0.29096087417565286,79.5,Donald Trump,0,55
2024-08-04,National,Pollster B,lv,803,1.701189937419258,1.711832438595593,54.3,Kamala Harris,1,93
2024-07-21,Georgia,Pollster B,rv,1006,1.6295608046930283,0.6777331801131368,65.3,Kamala Harris,0,107
2024-08-22,Georgia,Pollster D,lv,1956,2.9875650665489957,1.0343803243013099,42.8,Kamala Harris,0,75
2024-10-21,Georgia,Pollster D,lv,2277,1.7346321623772383,-1.2023078246274963,47.1,Kamala Harris,0,15
2024-10-27,North Carolina,Pollster B,rv,1390,0.6143388793570921,0.9090926833450794,54.3,Kamala Harris,0,9
2024-10-11,Michigan,Pollster C,rv,2014,2.491956068086438,-0.41575727763120085,32.8,Kamala Harris,0,25
2024-10-20,National,Pollster B,lv,202,1.4931345126824453,0.9721882928861305,62.2,Kamala Harris,1,16
2024-11-02,Wisconsin,Pollster B,rv,1996,2.776466226321645,-1.1485055974917486,33.4,Kamala Harris,0,3
2024-10-09,Arizona,Pollster D,rv,1293,1.3542708423919976,0.9784375126473606,74.6,Kamala Harris,0,27
2024-07-30,Wisconsin,Pollster C,rv,1920,1.1267624773317948,-0.2749538995558396,33.4,Donald Trump,0,98
2024-08-12,Michigan,Pollster A,lv,438,2.7594989999197423,-0.9697430165251717,70.7,Kamala Harris,0,85
2024-09-12,North Carolina,Pollster A,lv,1993,2.2405047913780436,-0.9908988905372098,53.2,Kamala Harris,0,54
2024-09-01,North Carolina,Pollster C,lv,2142,0.9344875179231167,-1.3833825729088858,53.3,Kamala Harris,0,65
2024-09-03,National,Pollster B,lv,2287,2.29499608988408,0.5883367209462449,73.2,Kamala Harris,1,63
2024-09-10,National,Pollster C,rv,1113,2.263496305793524,-0.8315124432556331,66.2,Kamala Harris,1,56
2024-09-28,North Carolina,Pollster D,rv,690,1.9354174735490233,0.4661354214185849,49,Kamala Harris,0,38
2024-10-03,North Carolina,Pollster A,rv,1326,2.137014311272651,-0.9857354507548735,66.1,Donald Trump,0,33
2024-07-27,Georgia,Pollster D,rv,140,2.94820618245285,-1.0103948815958574,44,Kamala Harris,0,101
2024-09-29,National,Pollster C,rv,2048,2.1031958017265424,-0.38229576707817614,53.9,Donald Trump,1,37
2024-09-29,Georgia,Pollster C,rv,1775,1.048572451225482,0.44273083040025085,46.1,Kamala Harris,0,37
